Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2012,177000,16.0,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2022,40100,25.9,Guayaquil,Fijo,USED,Citroen,Crossover,C3 Aircross,,,,,,,,,,,,,,,,,
2013,120000,19.99,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2013,112300,12.9,Guayaquil,Negociable,USED,Citroen,Crossover,C3 Aircross,,,,,,,,,,,,,,,,,
2015,94000,38.7,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,
2014,226000,8.95,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2019,88000,17.5,Quito,Negociable,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,
2017,302000,14.5,Guayaquil,Negociable,USED,Citroen,Hatchback (5 Puertas),Berlingo,,,,,,,,,,,,,,,,,
2014,107000,15.0,Cumbayá,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,
2012,191000,12.8,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2009,209000,25.5,Quito,Negociable,USED,Toyota,Todoterreno,Prado 3P,,,,,,,,,,,,,,,,,
2012,128000,13.0,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
2012,84500,12.9,Guayaquil,Negociable,USED,Citroen,Van,C4 Picasso,,,,,,,,,,,,,,,,,
2022,13000,22.9,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,
2014,158000,16.9,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2011,240000,8.9,Quito,Negociable,USED,Volkswagen,Coupé,GOL 1.6,,,,,,,,,,,,,,,,,
2012,138000,23.9,Quito,Negociable,USED,Skoda,Sedán,Octavia,#1721116,116000 Kms,Eléctricos,,Diesel,Aire Acondicionado,,Rojo,0.0,,,Cuero,Pichincha,2.0,,,
2003,490000,9.5,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV CS,,,,,,,,,,,,,,,,,
2006,258000,11.9,Quito,Negociable,USED,Ford,Todoterreno,Expedition Eddie Bauer,,,,,,,,,,,,,,,,,
2018,81500,16.5,Ibarra,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,
2019,55000,12.8,Loja,Negociable,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,
2015,200000,14.3,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,
2015,79000,21.0,Ibarra,Negociable,USED,Ford,Todoterreno,Escape S Plus,,,,,,,,,,,,,,,,,
2008,101000,31.9,Ibarra,Negociable,USED,BMW,Todoterreno,X5 4.8i,,,,,,,,,,,,,,,,,
2017,63000,23.4,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
2018,33000,59.99,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
1986,189000,6.9,Quito,Negociable,USED,Mercedes Benz,Sedán,230,,,,,,,,,,,,,,,,,
2022,6000,27.9,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tracker Premier,,,,,,,,,,,,,,,,,
1995,1,14.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
2014,1,31.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
2019,47000,29.9,Riobamba,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2011,49890,78.0,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover Sport,,,,,,,,,,,,,,,,,
1995,1,14.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser 4500 EFI,,,,,,,,,,,,,,,,,
2019,50700,19.8,Quito,Negociable,USED,Ford,Todoterreno,Ecosport Titanium,,,,,,,,,,,,,,,,,
2004,200000,11.2,Quito,Negociable,USED,Chevrolet,Todoterreno,Rodeo,,,,,,,,,,,,,,,,,
1998,29900,13.5,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML 320,,,,,,,,,,,,,,,,,
2010,143000,18.9,Quito,Negociable,USED,Toyota,Todoterreno,Highlander Limited Hibrido,,,,,,,,,,,,,,,,,
2017,63000,23.4,Quito,Negociable,USED,Kia,Crossover,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2014,103728,44.8,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover Evoque,,,,,,,,,,,,,,,,,
2019,16500,80.0,Quito,Negociable,USED,Mercedes Benz,Convertible,SLC 200,,,,,,,,,,,,,,,,,
2011,114000,11.8,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2019,46000,24.5,Ambato,Negociable,USED,Foday,Todoterreno,Landfort 4X4,,,,,,,,,,,,,,,,,
2008,120000,78.0,Quito,Negociable,USED,BMW,Sedán,M5,,,,,,,,,,,,,,,,,
2015,151000,30.5,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
2022,13000,28.5,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
2024,187000,13.5,Quito,Negociable,USED,Mitsubishi,Sedán,Lancer,,,,,,,,,,,,,,,,,
2017,67500,53.5,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLA 250 AMG LINE,,,,,,,,,,,,,,,,,
2007,47000,6.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2006,253000,8.7,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),GOL CONFORT,,,,,,,,,,,,,,,,,
2007,176422,15.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX,,,,,,,,,,,,,,,,,
2019,68000,17.4,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2019,13600,13.5,Quito,Fijo,USED,Chevrolet,Todoterreno,Rodeo,#1683888,200000 Kms,,,,,,,,,,,,,,,
2019,28541,18.9,Quito,Negociable,USED,Ssangyong,Camioneta Doble Cabina,Korando Sport,,,,,,,,,,,,,,,,,
2011,155000,9.9,Quito,Negociable,USED,Volkswagen,Coupé,GOL 1.6,,,,,,,,,,,,,,,,,
2014,120000,12.9,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,
1994,311000,9.3,Quito,Negociable,USED,BMW,Convertible,325i,,,,,,,,,,,,,,,,,
2022,0,24.99,Cuenca,Negociable,NEW,VGV WEICHAI,Otro,U70 LUXURY MT,,,,,,,,,,,,,,,,,
2019,75,18.49,Loja,Fijo,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2014,188000,14.2,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),Rio R,,,,,,,,,,,,,,,,,
2015,150000,28.5,Loja,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2019,56000,28.49,Loja,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2014,30,29.5,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),Rio R,,,,,,,,,,,,,,,,,
2021,17000,29.9,Loja,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2022,7000,23.9,Quito,Negociable,USED,Hyundai,Todoterreno,VENUE,,,,,,,,,,,,,,,,,
2012,168000,9.8,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
2004,257000,7.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker Premier,,,,,,,,,,,,,,,,,
2010,261000,14.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2005,300000,9.5,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2014,167929,10.7,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2015,96000,14.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Cerato,,,,,,,,,,,,,,,,,
2019,64500,11.5,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
1996,133000,11.2,Cuenca,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux,,,,,,,,,,,,,,,,,
2018,1,11.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2008,138000,12.7,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P Sport,,,,,,,,,,,,,,,,,
2023,26000,13.7,Guayaquil,Negociable,USED,Chery,Sedán,Arrizo 3,,,,,,,,,,,,,,,,,
2018,58000,16.4,Riobamba,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,
1997,385000,4.3,Riobamba,Fijo,USED,Mazda,Sedán,323,,,,,,,,,,,,,,,,,
2014,187,19.8,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2001,196,11.7,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
2002,197000,12.5,Cuenca,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout II,,,,,,,,,,,,,,,,,
2014,68000,54.8,Guayaquil,Negociable,USED,Mercedes Benz,Sedán,E350,,,,,,,,,,,,,,,,,
2014,135000,57.8,Ambato,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
2015,58900,49.99,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover Evoque,,,,,,,,,,,,,,,,,
2019,96000,19.9,Ambato,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2018,11000,18.3,Riobamba,Fijo,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2016,46000,12.5,Riobamba,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Sail,,,,,,,,,,,,,,,,,
2019,80000,31.5,Riobamba,Negociable,USED,Kia,Hatchback (5 Puertas),Cerato,#1716208,96000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Negro,3.0,,,Tela,Pichincha,,,,
2018,46000,29.8,Riobamba,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2012,152000,0.0,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2018,80000,11.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Stepway,,,,,,,,,,,,,,,,,
2014,85000,26.9,Quito,Negociable,USED,Volvo,Crossover,V40,,,,,,,,,,,,,,,,,
2017,76000,26.8,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),New Sportage GT Line,,,,,,,,,,,,,,,,,
2011,71000,12.9,Cuenca,Negociable,USED,Mitsubishi,Sedán,Lancer,,,,,,,,,,,,,,,,,
2015,160000,62.0,Riobamba,Negociable,USED,Chevrolet,Crossover,Tahoe Z71,,,,,,,,,,,,,,,,,
2008,202000,18.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
2008,202000,18.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
2018,29000,26.8,Riobamba,Fijo,USED,Ford,Todoterreno,Escape S Plus,,,,,,,,,,,,,,,,,
2017,70000,16.6,Riobamba,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,
2011,80000,40.5,Riobamba,Negociable,USED,Chevrolet,Coupé,Camaro,,,,,,,,,,,,,,,,,
2013,109000,15.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
2018,38000,17.9,Quito,Negociable,USED,Great Wall,Todoterreno,H6,,,,,,,,,,,,,,,,,
2018,55000,23.8,Loja,Negociable,USED,Kia,Todoterreno,SPORTAGE R LX 2.0,,,,,,,,,,,,,,,,,
2017,130000,16.6,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2018,158000,17.5,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2014,221000,16.0,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
2018,105000,13.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
2017,1,34.9,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,,,,,,,,,,,,,,,,,
2018,119000,31.5,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,
2021,38000,23.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2012,127000,11.9,Quito,Negociable,USED,Great Wall,Todoterreno,Hover H5 Full,,,,,,,,,,,,,,,,,
2017,137000,10.9,Quito,Negociable,USED,Renault,Sedán,LOGAN EXPRESSION 1.6,,,,,,,,,,,,,,,,,
2015,233300,14.8,Ambato,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2008,209000,22.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
2015,66500,15.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2015,82000,31.8,Ambato,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Golf GTI,,,,,,,,,,,,,,,,,
2012,39900,34.99,Quito,Negociable,USED,BMW,Sedán,328i,,,,,,,,,,,,,,,,,
2007,340000,7.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Corsa Evolution,,,,,,,,,,,,,,,,,
2023,0,44.99,Guayaquil,Fijo,NEW,Hyundai,Van,Staria,,,,,,,,,,,,,,,,,
2023,0,16.999,Guayaquil,Fijo,NEW,Kia,Sedán,Soluto,,,,,,,,,,,,,,,,,
2020,48000,52.0,Riobamba,Negociable,USED,Mercedes Benz,Sedán,C200,,,,,,,,,,,,,,,,,
2008,200000,0.0,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2017,102000,34.8,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,#1713141,221000 Kms,Eléctricos,Manual,,Aire Acondicionado,4 x 2,Blanco,7.0,,,,Pichincha,,,,
2008,259000,10.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
2017,67550,66.0,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 Lariat,,,,,,,,,,,,,,,,,
2010,219000,18.4,Quito,Negociable,USED,Honda,Van,Odissey,,,,,,,,,,,,,,,,,
2019,89000,11.9,Quito,Negociable,USED,Foton,Van de Carga,Gratour V55,,,,,,,,,,,,,,,,,
1975,547000,8.9,Quito,Negociable,USED,Datsun,Camioneta Cabina Simple,1200,,,,,,,,,,,,,,,,,
2012,83800,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2017,86144,9.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Lite,,,,,,,,,,,,,,,,,
2019,135000,32.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-Max  High Country,,,,,,,,,,,,,,,,,
2007,290000,12.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
2019,45000,26.8,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2023,0,17.99,Quito,Fijo,NEW,Chery,Sedán,Arrizo 5,,,,,,,,,,,,,,,,,
2013,152500,11.9,Guayaquil,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
2023,0,18.59,Quito,Fijo,NEW,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2018,33500,39.99,Quito,Negociable,USED,Volvo,Crossover,V40,,,,,,,,,,,,,,,,,
2016,1,39.5,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2023,0,18.59,Quito,Fijo,NEW,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2023,0,27.99,Quito,Negociable,NEW,DongFeng,Camioneta Doble Cabina,NEW RICH 6 4X2 DIESEL,,,,,,,,,,,,,,,,,
2018,130000,72.0,Machala,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado TX,,,,,,,,,,,,,,,,,
2019,70000,16.8,Machala,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
2019,62000,28.8,Machala,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
2021,7700,32.2,Quito,Negociable,USED,Gac,Todoterreno,GS7,,,,,,,,,,,,,,,,,
2013,79800,53.5,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,,,,
2013,102000,31.5,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
2003,331000,7.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5P 4X4,,,,,,,,,,,,,,,,,
2017,86000,15.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2023,0,18.59,Quito,Negociable,NEW,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2018,101000,16.9,Cuenca,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,
2022,20000,32.6,Buena Fe,Negociable,USED,Ford,Todoterreno,Territory,,,,,,,,,,,,,,,,,
2008,170000,13.25,Riobamba,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2017,110000,26.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER DC,,,,,,,,,,,,,,,,,
2017,110000,26.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Ranger CD,,,,,,,,,,,,,,,,,
2019,46000,22.8,Ambato,Negociable,USED,Foday,Todoterreno,Lion F22 4X4 CD,,,,,,,,,,,,,,,,,
2012,188000,11.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
2022,0,26.99,Quito,Fijo,NEW,Chery,Todoterreno,Tiggo 8 1.5 TM 4x2,,,,,,,,,,,,,,,,,
2019,124000,26.8,Ambato,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado TX,#1722131,130000 Kms,,,,,,,,,,Cuero,,,,,
2008,173,11.2,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
2020,50000,39.99,Cuenca,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4 Diesel,,,,,,,,,,,,,,,,,
2006,176500,9.8,Guayaquil,Negociable,USED,Toyota,Sedán,Corolla 1.8,,,,,,,,,,,,,,,,,
2009,149000,14.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
2019,1,53.9,Cuenca,Negociable,USED,Mercedes Benz,Sedán,C200,,,,,,,,,,,,,,,,,
2017,132000,16.4,Cuenca,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x2 Diesel CD Pick Up,,,,,,,,,,,,,,,,,
2016,25000,69.99,Guayaquil,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),GLA 250,,,,,,,,,,,,,,,,,
1996,100000,16.5,Cuenca,Negociable,USED,BMW,Sedán,540i,,,,,,,,,,,,,,,,,
2018,70000,63.0,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2017,83000,8.9,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2016,95000,26.5,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2016,120000,34.9,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,,,,,,,,,,,,,,,,,
2009,128748,18.5,Loja,Fijo,USED,Toyota,Todoterreno,Highlander Limited Hibrido,,,,,,,,,,,,,,,,,
2018,93000,66.8,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2019,67000,23.5,Loja,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2004,269000,18.8,Cuenca,Negociable,USED,Mercedes Benz,Todoterreno,ML350,,,,,,,,,,,,,,,,,
2012,218000,17.3,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2017,70000,27.3,Cuenca,Negociable,USED,Hyundai,Todoterreno,Tucson TA,,,,,,,,,,,,,,,,,
2022,35000,26.5,Cuenca,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2017,74000,16.8,Loja,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
2019,59000,27.5,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 3.0 4X2 AC,,,,,,,,,,,,,,,,,
2013,161000,16.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,
2023,5800,20.0,Machala,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2011,300000,11.5,Guayaquil,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier NP300,,,,,,,,,,,,,,,,,
2013,142000,13.5,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2011,225000,16.5,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
2019,63000,26.9,Ibarra,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2018,68000,18.5,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
2018,67000,26.5,Ibarra,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2020,35000,22.2,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2013,189000,24.7,Cuenca,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x2,,,,,,,,,,,,,,,,,
2018,72000,45.0,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2007,186000,14.5,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,
2018,85700,25.5,Cuenca,Negociable,USED,Mazda,Camioneta Doble Cabina,New BT-50,,,,,,,,,,,,,,,,,
2009,170000,12.5,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson TA,#1706224,70000 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 2,Blanco,0.0,Electrónica,2000.0,Cuero,,2.0 L,,,
2019,51000,13.6,Quito,Financiado,USED,Hyundai,Hatchback (5 Puertas),GRAN I10,,,,,,,,,,,,,,,,,
2015,112000,21.0,Quito,Negociable,USED,Mazda,SUV,CX-5,,,,,,,,,,,,,,,,,
2019,88000,25.0,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2018,88000,12.99,Quito,Negociable,USED,Citroen,Sedán,C-ELYSEE,,,,,,,,,,,,,,,,,
2017,75000,11.6,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2014,154000,16.8,Ambato,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2022,2700,66.9,Cumbayá,Negociable,USED,Mercedes Benz,Sedán,C200,,,,,,,,,,,,,,,,,
2016,84600,9.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2016,118000,10.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Family,,,,,,,,,,,,,,,,,
2019,37000,18.9,Quito,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2017,84000,11.0,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2022,13000,15.5,Ambato,Negociable,USED,Hyundai,Hatchback (5 Puertas),Grand I10 HB,,,,,,,,,,,,,,,,,
1991,200000,7.9,Quito,Negociable,USED,BMW,Sedán,320i,,,,,,,,,,,,,,,,,
2013,100000,30.9,Cuenca,Negociable,USED,BMW,Todoterreno,X3 Drive 28i,,,,,,,,,,,,,,,,,
2017,78000,42.8,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,
2016,100000,22.4,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
2023,505,79.99,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
2012,104000,40.0,Guayaquil,Negociable,USED,Mercedes Benz,Sedán,S400 Hibrido,,,,,,,,,,,,,,,,,
2018,59000,56.8,Ambato,Negociable,USED,Mercedes Benz,Todoterreno,GLA 250 AMG,,,,,,,,,,,,,,,,,
2017,49000,24.159,Guayaquil,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2018,137000,20.0,Santo Domingo,Fijo,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2007,16000,17.8,Cuenca,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2019,70000,38.8,Guayaquil,Fijo,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2017,92000,28.0,Ibarra,Negociable,USED,Kia,Todoterreno,Sportage R GTI A\C 2.0 TM,,,,,,,,,,,,,,,,,
2014,115000,16.0,Ibarra,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2015,102000,15.8,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
